Unnamed: 0,Userscore,Username,Game_ID
258802,5,Rezevilfan,2851
268538,10,Rezevilfan,3050
274201,8,Rezevilfan,3150
19992,10,QRayhart,38
22967,10,QRayhart,50
23909,10,QRayhart,51
47098,10,QRayhart,119
56136,10,QRayhart,153
98083,10,QRayhart,454
101022,1,LibraLizard,474
265087,0,LibraLizard,2983
16456,10,Ryanstone,29
156309,10,Ryanstone,931
5890,10,FakeBOSSVC,11
6190,10,FakeBOSSVC,11
50424,10,FakeBOSSVC,127
188600,8,TheReviewNinja,1383
207871,7,TheReviewNinja,1693
236898,9,TheReviewNinja,2252
238181,1,TheReviewNinja,2275
8900,10,JRo55,15
72793,10,JRo55,242
72883,9,JRo55,244
89599,9,JRo55,388
118038,8,JRo55,627
164294,9,JRo55,1043
222853,6,JRo55,1949
280400,6,JRo55,3324
128637,8,Sharpshooter188,711
189231,8,Sharpshooter188,1402
210116,9,Sharpshooter188,1738
244956,8,Sharpshooter188,2480
276394,4,Sharpshooter188,3217
9910,10,Gavsonmeleck,17
86102,10,Gavsonmeleck,348
197334,10,Gavsonmeleck,1521
200235,10,Gavsonmeleck,1560
271447,9,Gavsonmeleck,3101
6605,9,adrii9715,11
35322,10,adrii9715,71
45046,10,adrii9715,107
73026,10,adrii9715,245
221312,6,adrii9715,1934
99718,5,mikelovichNor,458
109663,3,mikelovichNor,565
130758,4,mikelovichNor,731
139518,0,mikelovichNor,803
78978,9,TonyL,297
153436,9,TonyL,895
197539,2,TonyL,1525
230969,1,TonyL,2134
237317,9,TonyL,2261
44669,10,Wagrum,107
164816,6,Wagrum,1055
47849,10,MastrMeatWad,122
173013,9,MastrMeatWad,1163
195858,8,MastrMeatWad,1487
67881,10,total,206
102285,10,total,476
135316,8,total,784
259240,4,total,2854
265101,7,total,2983
268432,8,total,3047
33761,9,DoctorFox,71
134663,2,DoctorFox,780
206440,9,DoctorFox,1671
233135,9,DoctorFox,2171
9659,10,BadWalkthrough,17
238972,6,BadWalkthrough,2287
72264,3,Demon27248,235
179257,9,Demon27248,1245
223814,0,Demon27248,1981
256004,0,Demon27248,2787
7347,10,ByYuxiSs,11
8599,9,ByYuxiSs,14
13285,9,ByYuxiSs,21
13428,10,ByYuxiSs,22
21120,10,ByYuxiSs,42
30489,9,ByYuxiSs,67
50334,8,ByYuxiSs,127
54015,9,ByYuxiSs,142
55610,10,ByYuxiSs,150
77227,10,ByYuxiSs,281
78038,8,ByYuxiSs,288
86088,8,ByYuxiSs,348
118264,9,ByYuxiSs,628
119818,7,ByYuxiSs,639
134016,8,ByYuxiSs,771
147506,8,ByYuxiSs,842
180629,8,ByYuxiSs,1266
198147,9,ByYuxiSs,1530
224859,9,ByYuxiSs,1999
243132,8,ByYuxiSs,2423
264952,9,ByYuxiSs,2981
275627,9,ByYuxiSs,3195
281941,8,ByYuxiSs,3368
18875,10,ZachR.,35
143267,9,ZachR.,805
146699,10,ZachR.,830
34307,8,MintyChris,71
81990,9,MintyChris,323
124888,1,brunnels,672
210601,10,brunnels,1741
156,10,boysfan4life88,0
14042,9,boysfan4life88,23
15761,10,boysfan4life88,26
26070,10,boysfan4life88,55
32975,10,boysfan4life88,70
51865,10,boysfan4life88,136
80890,10,boysfan4life88,313
103028,9,boysfan4life88,492
165871,10,boysfan4life88,1064
193124,10,boysfan4life88,1452
217556,10,boysfan4life88,1881
219519,9,boysfan4life88,1914
214196,8,GambitXMO,1796
219159,7,GambitXMO,1906
17034,10,CraigB.,31
86323,10,CraigB.,350
106218,10,CraigB.,529
240151,10,CraigB.,2328
279582,2,CraigB.,3318
63910,10,AdrianoFox,183
87081,9,AdrianoFox,358
171926,2,AdrianoFox,1155
3242,10,Nintendofan1234,6
241744,10,Nintendofan1234,2371
116775,8,TheGreyKnight,614
151346,10,TheGreyKnight,862
232266,10,brownieman182,2161
244532,0,brownieman182,2465
26301,10,EmanuelPop,55
87838,4,EmanuelPop,365
119158,8,EmanuelPop,639
128551,10,EmanuelPop,711
169603,9,EmanuelPop,1119
256132,8,EmanuelPop,2789
41168,10,HarryR.,87
133190,9,HarryR.,760
14775,10,BanthaPoodoo,25
129590,9,BanthaPoodoo,718
214595,10,BanthaPoodoo,1806
31094,10,Eltonapcampos,69
56040,10,Eltonapcampos,153
52645,10,MikeHammersmith,141
108948,6,MikeHammersmith,549
134415,4,MikeHammersmith,779
87756,6,gmilly88,365
275167,5,gmilly88,3172
19656,8,ComradVlad,38
95693,10,ComradVlad,453
170746,8,ComradVlad,1135
193790,10,ComradVlad,1467
256460,9,ComradVlad,2790
266024,10,ComradVlad,2998
152961,7,karlti8,883
182674,9,karlti8,1294
26463,9,Imper1um,56
274338,3,Imper1um,3154
13050,7,james2003,21
45160,9,james2003,107
105781,5,james2003,520
132334,7,james2003,744
187582,4,james2003,1376
221073,4,james2003,1934
49296,10,codisoverrated1,126
232805,10,codisoverrated1,2169
48433,5,TheArchaeon,123
129801,5,TheArchaeon,724
82271,8,kjamesh,324
141867,5,kjamesh,803
178666,10,ManitsX,1234
178668,10,ManitsX,1234
106225,10,SimonE.,529
171595,10,SimonE.,1152
89556,8,mentalmannie,387
92942,7,mentalmannie,432
130027,8,mentalmannie,728
166216,9,mentalmannie,1064
64120,10,GameBreaker,187
86893,10,GameBreaker,356
156864,10,GameBreaker,932
49157,3,Gerpar250,126
233041,10,Gerpar250,2169
169187,10,RCBobs,1108
184662,10,RCBobs,1327
201129,10,RCBobs,1582
204882,4,RCBobs,1642
231635,9,RCBobs,2143
1116,6,gregthreet,2
16558,10,gregthreet,29
22007,6,gregthreet,46
29064,8,gregthreet,60
29266,9,gregthreet,62
30038,5,gregthreet,64
74198,9,gregthreet,258
76864,6,gregthreet,280
81562,6,gregthreet,322
83837,8,gregthreet,331
88550,5,gregthreet,369
100648,8,gregthreet,471
133876,5,gregthreet,771
135151,8,gregthreet,781
145842,10,gregthreet,813
151230,8,gregthreet,862
154116,9,gregthreet,906
192405,8,gregthreet,1443
201854,7,gregthreet,1601
203320,8,gregthreet,1630
203894,8,gregthreet,1639
205023,8,gregthreet,1647
209636,8,gregthreet,1728
209688,5,gregthreet,1730
216343,7,gregthreet,1843
216627,6,gregthreet,1866
218845,9,gregthreet,1898
219161,6,gregthreet,1906
224639,10,gregthreet,1991
225287,5,gregthreet,2015
229211,7,gregthreet,2103
231790,7,gregthreet,2147
236314,9,gregthreet,2243
238803,8,gregthreet,2285
244998,9,gregthreet,2483
257701,8,gregthreet,2820
268527,8,gregthreet,3050
275076,8,gregthreet,3167
276106,6,gregthreet,3205
283354,7,gregthreet,3400
54647,10,Wallace_II,144
123939,8,Wallace_II,672
174717,7,Chernomaziy,1187
255637,6,Chernomaziy,2770
20826,8,someguy,42
107088,5,someguy,533
129546,10,someguy,718
129955,10,someguy,727
225807,10,someguy,2033
50824,8,MAUS_metacritic,127
128809,9,MAUS_metacritic,711
156833,8,MAUS_metacritic,931
162135,9,MAUS_metacritic,1014
260721,8,MAUS_metacritic,2876
270601,5,MAUS_metacritic,3098
55043,10,cvgz,144
61692,9,cvgz,176
144566,0,cvgz,811
152787,9,cvgz,882
242444,8,cvgz,2388
11069,5,lawrenceUK,20
36445,10,lawrenceUK,75
39458,8,lawrenceUK,84
49602,0,lawrenceUK,126
61834,10,lawrenceUK,176
73661,9,lawrenceUK,254
37222,9,RedXIII,79
37399,10,RedXIII,80
51365,10,RedXIII,134
60939,8,RedXIII,174
90934,8,RedXIII,396
93060,9,RedXIII,434
103239,9,RedXIII,495
103321,9,RedXIII,497
104097,9,RedXIII,509
129690,9,RedXIII,720
131267,7,RedXIII,739
168449,9,RedXIII,1091
175519,9,RedXIII,1200
178620,8,RedXIII,1231
178652,8,RedXIII,1232
179980,6,RedXIII,1263
181579,8,RedXIII,1272
198477,3,RedXIII,1532
208348,8,RedXIII,1695
239759,9,RedXIII,2324
245446,8,RedXIII,2508
246283,7,RedXIII,2535
246498,8,RedXIII,2546
249610,8,RedXIII,2596
251197,2,RedXIII,2657
251510,8,RedXIII,2662
261096,7,RedXIII,2891
266332,7,RedXIII,3005
267607,7,RedXIII,3036
268509,6,RedXIII,3049
8438,9,Bribarian,14
135321,9,Bribarian,784
185538,9,Bribarian,1346
221986,8,Bribarian,1934
277365,8,Bribarian,3246
6007,10,SergioBoss,11
6307,10,SergioBoss,11
38236,10,monster_meal,84
47087,10,monster_meal,119
147711,10,monster_meal,843
163244,8,monster_meal,1033
272051,8,monster_meal,3108
274843,5,monster_meal,3158
184474,10,mohamdu,1320
242299,10,mohamdu,2387
139864,2,harbingerx,803
170864,10,harbingerx,1135
29275,8,Dark_half-Elf,62
38903,8,Dark_half-Elf,84
60695,4,Dark_half-Elf,170
72608,10,Dark_half-Elf,240
74025,8,Dark_half-Elf,254
79553,10,Dark_half-Elf,307
169826,10,Dark_half-Elf,1122
19808,10,SpyderC.,38
48213,10,SpyderC.,123
135802,10,tipobaha,792
156212,8,tipobaha,930
191634,8,tipobaha,1424
263380,8,tipobaha,2938
27295,9,greekscouse,56
29082,9,greekscouse,60
88501,10,becks1907,369
118344,10,becks1907,629
119681,10,becks1907,639
145988,10,becks1907,816
224121,10,becks1907,1983
243175,10,becks1907,2423
257057,10,becks1907,2806
275211,10,becks1907,3172
47023,10,PatD.,118
158524,10,PatD.,949
48761,10,Maladjester,123
283081,8,Maladjester,3389
63662,10,presider35,179
151652,9,presider35,865
163363,8,presider35,1034
225585,10,presider35,2025
278358,8,presider35,3261
122492,2,thek826,672
144997,3,thek826,811
44730,10,tabletop,107
84706,10,tabletop,336
102672,10,tabletop,488
187345,4,tabletop,1376
142792,10,Sinizar,803
174088,10,Sinizar,1174
76638,9,otsegolator,277
89287,10,otsegolator,383
133075,8,otsegolator,756
205437,6,otsegolator,1652
262037,9,otsegolator,2907
216,10,steven14329,0
904,7,steven14329,1
8097,10,steven14329,13
10266,7,steven14329,18
20207,10,steven14329,39
20764,8,steven14329,42
21173,8,steven14329,43
22455,6,steven14329,48
29694,8,steven14329,63
40807,10,steven14329,86
41495,10,steven14329,92
55524,10,steven14329,150
34206,0,Kuarlos,71
115736,2,Kuarlos,607
256370,10,Kuarlos,2790
94423,9,rentbox,447
109831,9,rentbox,565
226077,10,rentbox,2038
184045,8,BlameBot,1314
247764,3,BlameBot,2585
195574,4,BigJoe,1480
224674,8,BigJoe,1991
258851,8,BigJoe,2851
151541,10,rohan1994,863
224253,9,rohan1994,1985
231542,10,rohan1994,2142
50356,10,fishychoo,127
266153,10,fishychoo,3000
117402,10,ZEROMZ,620
264461,10,ZEROMZ,2956
119380,10,wboy8807,639
258018,10,wboy8807,2822
41359,10,ChrissyBoy6661,87
62196,9,ChrissyBoy6661,178
65714,8,ChrissyBoy6661,195
69502,9,ChrissyBoy6661,215
246460,10,ChrissyBoy6661,2544
34918,9,Krepost,71
48728,9,Krepost,123
58673,6,Krepost,160
81861,9,Krepost,323
90479,10,Krepost,390
93834,7,Krepost,443
192986,10,Krepost,1449
206602,4,Krepost,1671
226413,8,Krepost,2046
237503,9,Krepost,2262
267154,9,Krepost,3028
34199,7,MustisTheCat,71
39417,10,MustisTheCat,84
68097,7,MustisTheCat,207
109984,9,MustisTheCat,565
112083,9,MustisTheCat,594
114251,8,MustisTheCat,595
130567,10,MustisTheCat,731
157582,6,MustisTheCat,938
178834,7,MustisTheCat,1236
206237,8,MustisTheCat,1671
212818,9,MustisTheCat,1765
223612,9,MustisTheCat,1967
224247,8,MustisTheCat,1985
238656,8,MustisTheCat,2281
251440,9,MustisTheCat,2660
256568,8,MustisTheCat,2790
272129,8,MustisTheCat,3108
273955,8,MustisTheCat,3147
276584,6,MustisTheCat,3219
277211,7,MustisTheCat,3236
283029,6,MustisTheCat,3389
116132,10,Swolern,607
123290,1,Swolern,672
144610,1,Swolern,811
205823,10,Swolern,1666
58463,10,WilliamW,160
198070,10,WilliamW,1528
52014,2,AliS.,137
242229,10,AliS.,2385
147204,1,Nobod3,838
229925,5,Nobod3,2106
248071,0,Erenthorn,2585
249239,0,Erenthorn,2586
98752,5,Kadius,454
226593,10,Kadius,2047
157127,2,int19h,938
274478,0,int19h,3154
131346,8,camsnewtons,740
198552,9,camsnewtons,1533
203834,7,camsnewtons,1637
245231,8,camsnewtons,2493
85316,0,Utran,344
181716,10,Utran,1276
199611,10,Utran,1540
214215,10,Utran,1797
218917,10,Utran,1901
27263,9,McGarnagle,56
73726,7,McGarnagle,254
23030,10,cc742,50
49108,7,cc742,126
155753,8,cc742,920
112802,2,Fatteh,595
138948,0,Fatteh,803
14047,9,ChrisL,23
29861,1,ChrisL,64
43109,10,ChrisL,99
65204,9,ChrisL,195
209771,8,ChrisL,1730
182232,10,oathkeepings,1288
189236,10,oathkeepings,1402
16780,9,totoni,31
80825,8,totoni,313
173117,9,Monster999,1163
174207,10,Monster999,1179
50841,10,madcritic_,127
54567,10,madcritic_,142
57555,9,madcritic_,153
63650,9,madcritic_,179
67439,9,madcritic_,201
88056,9,madcritic_,365
107693,9,madcritic_,534
107794,10,madcritic_,536
118440,9,madcritic_,629
118969,9,madcritic_,639
128829,9,madcritic_,711
147684,10,madcritic_,842
156842,9,madcritic_,931
166375,10,madcritic_,1064
180781,8,madcritic_,1266
189621,7,madcritic_,1403
201527,9,madcritic_,1594
121352,6,whalepudding,658
267526,6,whalepudding,3034
140521,0,Bethrezen,803
168653,10,Bethrezen,1095
240393,10,Bethrezen,2331
33824,6,RyanAbes,71
113144,3,RyanAbes,595
221592,6,RyanAbes,1934
48042,5,MightyMING,122
126656,9,MightyMING,690
164308,8,MightyMING,1043
202121,5,MightyMING,1605
217676,9,MightyMING,1884
261400,8,MightyMING,2895
15381,10,Nycore,25
26216,10,Nycore,55
31907,10,Nycore,69
55996,10,Nycore,153
119747,10,Nycore,639
126501,10,Nycore,683
151813,10,Nycore,868
156787,10,Nycore,931
208257,10,Nycore,1693
215798,10,Nycore,1835
20144,10,JavierA.,39
44025,4,JavierA.,105
59049,9,JavierA.,165
60983,9,JavierA.,175
84072,10,JavierA.,335
179279,9,JavierA.,1247
202436,8,JavierA.,1609
253912,2,JavierA.,2715
202454,7,FecalDog,1609
202476,7,FecalDog,1609
14324,10,MattG_123,23
47443,10,MattG_123,119
51872,10,MattG_123,136
103035,8,MattG_123,492
128046,9,MattG_123,702
159495,7,MattG_123,961
205682,9,MattG_123,1663
219522,9,MattG_123,1914
230253,7,MattG_123,2106
4426,9,The_Reckonist,9
5126,9,The_Reckonist,9
162508,9,The_Reckonist,1016
177721,7,The_Reckonist,1216
226074,10,The_Reckonist,2038
281717,1,The_Reckonist,3363
35877,8,Yann,72
108615,10,Yann,548
10882,9,Nostalgium,20
19384,7,Nostalgium,38
40872,10,Nostalgium,87
105361,9,Nostalgium,516
133444,9,Nostalgium,768
249772,5,Nostalgium,2605
57392,10,cadents1115,153
61966,8,cadents1115,176
120793,10,cadents1115,644
127245,8,cadents1115,691
37869,8,YourRightImWong,83
117602,10,YourRightImWong,623
122031,0,YourRightImWong,672
157090,10,YourRightImWong,937
198495,9,YourRightImWong,1532
148420,9,Relathor,849
248550,6,Relathor,2585
21218,10,Nchw,43
135525,8,Nchw,788
215128,6,Nchw,1823
62902,10,joacko1990,179
216035,8,joacko1990,1837
280759,10,joacko1990,3337
4101,10,Rosco,8
14623,10,Rosco,25
16327,10,Rosco,29
21888,8,Rosco,46
24097,10,Rosco,51
30003,9,Rosco,64
36639,10,Rosco,76
37311,8,Rosco,79
42943,10,Rosco,99
51945,9,Rosco,137
57708,8,Rosco,155
59618,6,Rosco,166
60662,10,Rosco,170
61254,10,Rosco,176
76783,9,Rosco,280
83691,9,Rosco,331
88478,10,Rosco,369
110584,10,Rosco,578
110720,8,Rosco,580
111215,8,Rosco,587
114024,7,Rosco,595
114696,9,Rosco,606
130174,9,Rosco,729
133899,8,Rosco,771
144542,9,Rosco,811
154770,10,Rosco,911
160224,9,Rosco,979
169369,9,Rosco,1110
181971,9,Rosco,1277
185313,9,Rosco,1343
188539,9,Rosco,1383
192416,9,Rosco,1443
209666,8,Rosco,1729
214672,9,Rosco,1806
227580,8,Rosco,2066
236386,8,Rosco,2243
244854,7,Rosco,2479
246315,9,Rosco,2536
257659,9,Rosco,2818
282351,7,Rosco,3381
102876,9,AMuffinMassacre,492
125270,6,AMuffinMassacre,672
27987,10,Noobly,56
49800,5,Noobly,126
65073,10,Noobly,195
90509,8,Noobly,390
51943,9,Japster,137
68018,10,Japster,207
69010,10,Japster,210
80330,9,Japster,311
131480,9,Japster,741
147221,9,Japster,838
165109,8,Japster,1060
185310,9,Japster,1343
207025,9,Japster,1680
242887,7,Japster,2413
50010,10,ST0rmbr3ak3r,126
222391,10,ST0rmbr3ak3r,1944
33947,10,ardacakir,71
141891,0,ardacakir,803
148252,10,ardacakir,849
247957,1,ardacakir,2585
64299,5,JugsterJam,189
110847,7,JugsterJam,583
166634,7,JugsterJam,1069
179264,4,JugsterJam,1246
214061,9,JugsterJam,1789
231824,7,JugsterJam,2148
263260,2,JugsterJam,2930
266845,5,JugsterJam,3025
57434,10,HeartsoreShip7,153
118262,10,HeartsoreShip7,628
41023,3,Cauthon,87
162581,6,Cauthon,1016
248031,5,Cauthon,2585
277212,9,Cauthon,3236
134403,10,TheVoiceReviews,779
148651,10,TheVoiceReviews,849
116042,10,ShoteX,607
157198,4,ShoteX,938
78967,7,BenjaminL.,297
149867,0,BenjaminL.,857
265544,7,BenjaminL.,2991
22782,7,AramisG.,48
37211,7,AramisG.,79
40812,9,AramisG.,86
72774,9,AramisG.,242
77162,9,AramisG.,281
77827,9,AramisG.,287
95197,7,AramisG.,449
121197,10,AramisG.,655
133254,8,AramisG.,762
135482,9,AramisG.,786
186351,5,AramisG.,1360
198291,9,AramisG.,1531
276381,5,AramisG.,3217
29497,9,ShaggyJesse,62
72007,8,ShaggyJesse,233
6436,10,AerialR,11
24480,7,AerialR,51
57513,8,AerialR,153
119127,9,AerialR,639
129092,9,AerialR,716
25736,10,Revenquel,55
57240,6,Revenquel,153
123389,0,GameBum,672
143729,0,GameBum,811
37218,5,KeironG.,79
251511,10,KeironG.,2662
45245,9,W3XC,107
58743,10,W3XC,161
130416,9,W3XC,731
208797,6,W3XC,1705
99684,0,MuthSera,458
131654,10,MuthSera,743
103859,10,robzlol,501
130986,10,robzlol,731
177806,10,robzlol,1216
263048,10,robzlol,2924
206829,6,GeoThermal,1675
206842,6,GeoThermal,1675
60238,10,TylerK,168
222500,10,TylerK,1946
47431,10,PurgeTheXenos,119
227196,9,PurgeTheXenos,2059
234317,9,PurgeTheXenos,2188
251465,7,PurgeTheXenos,2661
84875,10,Niumen,340
278712,10,Niumen,3283
10034,10,Da3_who_knows,17
28329,5,Da3_who_knows,57
66441,10,Da3_who_knows,201
69787,10,Da3_who_knows,216
85278,10,Da3_who_knows,343
178343,10,Da3_who_knows,1224
189199,7,Da3_who_knows,1402
195516,6,Da3_who_knows,1478
211526,10,Da3_who_knows,1755
266173,8,Da3_who_knows,3000
231183,10,CloudTheValkyre,2137
233794,10,CloudTheValkyre,2172
66862,1,lwnewton,201
212376,8,lwnewton,1761
113994,10,WaneY,595
266988,10,WaneY,3028
26954,10,Rossco,56
97983,1,Rossco,454
3239,10,JuicieJ,6
54742,10,JuicieJ,144
191229,8,JuicieJ,1419
211160,8,JuicieJ,1747
226931,8,JuicieJ,2053
244185,9,JuicieJ,2461
252623,9,JuicieJ,2693
66921,10,Shak7738,201
156336,8,Shak7738,931
45763,10,Hehle4,109
89682,10,Hehle4,388
182733,4,Hehle4,1296
50648,10,Havoc44,127
