Unnamed: 0,Userscore,Username,Game_ID
273410,7,ElieN.,3125
9107,10,TerryJ.,16
169900,10,TerryJ.,1125
111357,5,omgitsbiren,589
121904,3,omgitsbiren,670
127666,6,omgitsbiren,696
228864,4,omgitsbiren,2093
249761,5,omgitsbiren,2605
30974,10,Donk504,69
50602,10,Donk504,127
160706,10,Donk504,990
252941,10,Donk504,2701
104442,10,DaleC.,514
231752,10,DaleC.,2147
145264,10,Bobbyb373,811
190358,0,Bobbyb373,1409
15336,10,TFFANBOYYY,25
45851,9,TFFANBOYYY,109
61164,10,TFFANBOYYY,176
94084,8,TFFANBOYYY,444
152953,9,TFFANBOYYY,883
159505,8,TFFANBOYYY,961
195281,9,TFFANBOYYY,1478
199519,9,TFFANBOYYY,1538
235144,8,TFFANBOYYY,2215
238882,10,TFFANBOYYY,2286
86863,10,HankL.,356
250673,9,HankL.,2631
41416,10,MarkM,88
196667,9,MarkM,1505
215610,7,MarkM,1832
224649,0,MarkM,1991
227976,10,MarkM,2078
237582,7,MarkM,2262
247094,9,MarkM,2571
254549,9,MarkM,2732
282444,7,MarkM,3382
16481,10,Singgihsatch,29
61741,10,Singgihsatch,176
99734,9,Singgihsatch,458
145322,6,Singgihsatch,811
148638,10,Singgihsatch,849
154105,9,Singgihsatch,906
190639,9,Singgihsatch,1409
244791,9,Singgihsatch,2479
56820,10,GamingDrake,153
62150,2,GamingDrake,178
162130,5,GamingDrake,1014
227506,10,GamingDrake,2066
229129,6,GamingDrake,2101
54841,10,Drehj,144
283817,9,Drehj,3412
54087,9,KnucklesChaotix,142
131219,8,KnucklesChaotix,738
244994,8,KnucklesChaotix,2483
245662,9,KnucklesChaotix,2517
253196,9,KnucklesChaotix,2704
268542,9,KnucklesChaotix,3050
28046,10,GamerQuinn,56
49821,10,GamerQuinn,126
213649,9,GamerQuinn,1786
271294,10,GamerQuinn,3099
31879,10,JirenGamer25,69
57273,10,JirenGamer25,153
119911,10,JirenGamer25,639
152578,10,JirenGamer25,878
91077,9,Feldman9000,398
123942,0,Feldman9000,672
161966,9,Feldman9000,1010
214186,8,Feldman9000,1796
214589,10,Feldman9000,1806
215453,10,Feldman9000,1830
118713,9,b2345,635
200520,0,b2345,1566
30288,4,TrentS.,67
224521,9,TrentS.,1987
271966,9,TrentS.,3103
38286,10,cheesum,84
147721,9,cheesum,843
29470,9,cricketlenny,62
72652,9,cricketlenny,240
118169,10,cricketlenny,628
136041,10,cricketlenny,793
174833,9,cricketlenny,1189
203349,10,cricketlenny,1630
215494,9,cricketlenny,1830
225285,9,cricketlenny,2015
7641,10,kahalo,11
120029,0,kahalo,639
73641,10,superkiril,254
114422,10,superkiril,595
206777,10,superkiril,1671
221877,10,superkiril,1934
18760,10,Death_Shadow,35
23220,10,Death_Shadow,51
196987,10,Infarktbear,1514
275062,10,Infarktbear,3165
37201,9,PatrickC.,79
74473,6,PatrickC.,260
86335,9,PatrickC.,350
90940,9,PatrickC.,396
10736,10,JakeG.,20
86995,8,JakeG.,358
88790,10,JakeG.,373
222546,10,JakeG.,1946
4722,9,jaydi,9
5422,9,jaydi,9
172221,6,jaydi,1160
216023,9,jaydi,1837
262908,6,jaydi,2924
4742,10,ashugaikwad,9
5442,10,ashugaikwad,9
181809,10,TacticalPsycho,1276
211946,10,TacticalPsycho,1761
53064,10,ComanderShepard,141
150768,10,ComanderShepard,862
224070,4,Keitha313,1983
230361,4,Keitha313,2111
43983,10,S.Omer,103
206918,6,S.Omer,1678
2755,9,RobG,5
80640,8,RobG,313
10403,10,AndresM.,18
22722,10,AndresM.,48
60507,10,AndresM.,168
86882,10,AndresM.,356
174906,10,AndresM.,1195
196390,10,AndresM.,1498
17676,10,Freezeh,33
125213,9,Freezeh,672
210408,2,Freezeh,1741
105567,0,Pieter,518
105614,3,Pieter,518
94737,10,Gahrsim,447
141469,0,Gahrsim,803
144461,0,Gahrsim,811
46301,10,JosephH.,110
176022,5,JosephH.,1201
75338,9,Aaronp2k,263
189393,8,Aaronp2k,1403
194344,8,amazingred09,1471
261071,6,amazingred09,2891
127931,0,alexpfb,700
223850,0,alexpfb,1982
257193,9,alexpfb,2806
34391,4,SoManyGames,71
35500,5,SoManyGames,72
108440,6,SoManyGames,548
113912,2,SoManyGames,595
177461,2,SoManyGames,1216
36821,10,DoctorSpaceman,78
216427,6,DoctorSpaceman,1850
242573,10,DoctorSpaceman,2403
244601,9,DoctorSpaceman,2467
250738,8,DoctorSpaceman,2636
252672,8,DoctorSpaceman,2694
187410,0,Metahumanoid,1376
220831,4,Metahumanoid,1934
56424,9,Robinpo,153
120081,10,Robinpo,639
85101,10,Bugman,343
124573,9,Bugman,672
164239,9,Bugman,1043
212990,9,Bugman,1773
261190,8,Bugman,2895
264398,8,Bugman,2949
16518,10,Mackins,29
144624,2,Mackins,811
2196,10,DanielK.,4
19117,0,DanielK.,36
43152,8,DanielK.,99
51388,9,DanielK.,134
66171,10,DanielK.,198
80743,10,DanielK.,313
197288,10,DanielK.,1521
132195,4,Yemm,744
173569,4,Yemm,1166
204528,6,Yemm,1641
257938,8,Yemm,2822
6965,10,portillo12850,11
9456,10,portillo12850,17
275652,9,portillo12850,3195
52323,9,StuartJ.,138
71104,10,StuartJ.,228
242546,9,StuartJ.,2401
249669,9,StuartJ.,2600
250733,9,StuartJ.,2635
32445,9,Anthor,69
107817,9,Anthor,536
196637,9,Anthor,1504
67132,8,Barca1985,201
118360,10,Barca1985,629
146019,2,Barca1985,816
165945,6,Barca1985,1064
181883,1,Barca1985,1277
183155,9,Barca1985,1303
203673,0,Barca1985,1637
223943,0,Barca1985,1983
237752,10,Barca1985,2263
243373,0,Barca1985,2427
257155,0,Barca1985,2806
275212,10,Barca1985,3172
68598,10,Pleiadesu,209
132321,10,Pleiadesu,744
37402,9,DerekM.,80
79086,1,DerekM.,299
269518,10,DerekM.,3070
62366,5,purplelamplight,179
98120,10,purplelamplight,454
79610,10,eagle0913,308
147028,10,eagle0913,835
224712,10,eagle0913,1991
14362,9,ScottyP,24
90735,9,ScottyP,391
267289,2,ScottyP,3032
4185,6,Radioactivebuny,8
217863,10,Radioactivebuny,1885
218116,10,Radioactivebuny,1888
221492,6,Radioactivebuny,1934
259139,2,Radioactivebuny,2854
19858,7,SimonM.,38
64681,9,SimonM.,195
78467,3,SimonM.,295
88441,6,SimonM.,368
137467,10,SimonM.,796
272319,5,SimonM.,3109
3653,10,Barsu,8
97990,8,Barsu,454
7965,10,Razorblade,11
31661,10,Razorblade,69
91656,3,RustyS.,411
202896,10,RustyS.,1626
237113,9,RustyS.,2254
28440,10,ComedyKing20934,57
86649,10,ComedyKing20934,355
159817,8,Vsin,966
243028,9,Vsin,2417
173485,4,Satanykk,1166
273886,9,Satanykk,3147
49985,5,davinci2,126
69791,10,davinci2,217
14579,10,Taa4oe,25
47432,10,Taa4oe,119
240135,9,Taa4oe,2328
265404,7,Taa4oe,2991
292,10,DarkDiamond,0
18761,10,DarkDiamond,35
77705,10,DarkDiamond,287
108142,9,DarkDiamond,543
135085,10,Spike,781
247189,10,Spike,2576
54323,10,Joshd,142
73281,10,Joshd,253
200809,10,Joshd,1574
122944,0,xanderz28,672
144049,0,xanderz28,811
281204,10,xanderz28,3357
108343,8,ginolamantino,548
181090,9,ginolamantino,1269
264130,7,ginolamantino,2946
8910,10,lucasisback,15
66911,10,lucasisback,201
70803,7,lucasisback,225
151897,10,lucasisback,870
261361,0,lucasisback,2895
265784,8,lucasisback,2997
222669,5,MrMeow,1948
246568,2,MrMeow,2550
20007,7,gracjanski,38
20500,10,gracjanski,41
36783,10,gracjanski,77
41337,7,gracjanski,87
46530,7,gracjanski,110
47040,10,gracjanski,118
55835,10,gracjanski,151
58908,10,gracjanski,161
63774,10,gracjanski,181
74139,8,gracjanski,256
75719,10,gracjanski,267
78334,9,gracjanski,292
78793,10,gracjanski,295
79838,4,gracjanski,310
80939,9,gracjanski,314
81888,9,gracjanski,323
82831,6,gracjanski,326
83966,6,gracjanski,333
88625,6,gracjanski,370
98835,10,gracjanski,454
100702,10,gracjanski,472
101450,9,gracjanski,475
105284,10,gracjanski,516
105896,10,gracjanski,523
108650,8,gracjanski,548
109560,10,gracjanski,564
110049,4,gracjanski,565
111500,10,gracjanski,589
112436,8,gracjanski,594
120811,7,gracjanski,644
120926,10,gracjanski,646
128054,6,gracjanski,703
128186,9,gracjanski,704
129755,10,gracjanski,724
135927,9,gracjanski,792
146341,10,gracjanski,829
149624,10,gracjanski,853
153009,10,gracjanski,884
156026,9,gracjanski,925
160633,6,gracjanski,986
163639,10,gracjanski,1036
163930,6,gracjanski,1038
168566,7,gracjanski,1093
168669,8,gracjanski,1095
168787,8,gracjanski,1100
169346,9,gracjanski,1108
171155,10,gracjanski,1141
176754,9,gracjanski,1210
176774,5,gracjanski,1211
176855,7,gracjanski,1212
179335,7,gracjanski,1253
179465,7,gracjanski,1255
182202,10,gracjanski,1287
183939,7,gracjanski,1310
184516,10,gracjanski,1322
185448,9,gracjanski,1345
193981,5,gracjanski,1467
194845,5,gracjanski,1474
196917,10,gracjanski,1510
198724,7,gracjanski,1536
200147,10,gracjanski,1558
204312,10,gracjanski,1640
206742,9,gracjanski,1671
212788,4,gracjanski,1763
216974,9,gracjanski,1877
219677,9,gracjanski,1920
234053,7,gracjanski,2178
243716,8,gracjanski,2439
246679,6,gracjanski,2551
246789,6,gracjanski,2553
247016,8,gracjanski,2567
249960,10,gracjanski,2605
257396,4,gracjanski,2810
266578,10,gracjanski,3017
266709,7,gracjanski,3018
276906,8,gracjanski,3223
3019,8,jonahbear,5
157863,10,jonahbear,941
197312,10,jonahbear,1521
5808,8,NihiRagnarK,9
26001,10,NihiRagnarK,55
45061,9,NihiRagnarK,107
62140,9,NihiRagnarK,178
62529,10,NihiRagnarK,179
86211,7,NihiRagnarK,349
105728,7,NihiRagnarK,519
119101,9,NihiRagnarK,639
146191,8,NihiRagnarK,821
153774,8,NihiRagnarK,896
162138,8,NihiRagnarK,1014
174065,6,NihiRagnarK,1174
195262,9,NihiRagnarK,1477
206212,9,NihiRagnarK,1670
209563,8,NihiRagnarK,1726
260636,7,NihiRagnarK,2872
271205,6,NihiRagnarK,3098
144195,1,Tuggie,811
209452,9,Tuggie,1722
18046,10,Nithy,33
44308,10,Nithy,107
66567,10,Nithy,201
165020,10,Proxymate,1059
167147,10,Proxymate,1083
454,10,RobertC.,0
1595,10,RobertC.,3
1952,10,RobertC.,4
14397,9,RobertC.,24
20552,10,RobertC.,41
22663,9,RobertC.,48
23110,9,RobertC.,50
43690,10,RobertC.,102
44114,9,RobertC.,106
46152,8,RobertC.,109
52299,9,RobertC.,138
63989,9,RobertC.,184
69956,9,RobertC.,218
78355,10,RobertC.,294
79097,5,RobertC.,299
88809,10,RobertC.,374
90148,10,RobertC.,390
95593,8,RobertC.,452
100903,2,RobertC.,474
125613,10,RobertC.,674
128248,10,RobertC.,707
128279,9,RobertC.,708
160115,7,RobertC.,975
182758,10,RobertC.,1298
202573,8,RobertC.,1613
214961,10,RobertC.,1813
228033,5,RobertC.,2078
242588,9,RobertC.,2403
242984,9,RobertC.,2415
245934,8,RobertC.,2522
269450,9,RobertC.,3070
277090,9,RobertC.,3230
17355,2,HenkB.,32
197171,10,HenkB.,1519
72590,10,Maffa2099,240
186253,8,Maffa2099,1357
34477,10,Bboygamer,71
196891,10,Bboygamer,1509
234035,8,Bboygamer,2178
55515,10,alphaomega88,147
70752,10,alphaomega88,225
73096,10,alphaomega88,247
75767,10,alphaomega88,268
131138,10,alphaomega88,737
199481,6,alphaomega88,1538
243839,9,alphaomega88,2448
261383,10,alphaomega88,2895
150386,8,MaximusBatman,861
181751,9,MaximusBatman,1276
194554,8,MaximusBatman,1473
77270,10,ChrisX.,282
88344,10,ChrisX.,367
83066,9,TDK1984,328
116500,8,TDK1984,612
193863,9,TDK1984,1467
234293,9,TDK1984,2188
261934,10,TDK1984,2905
191356,10,ballistic,1422
200814,7,ballistic,1574
35300,10,HellMordred,71
180416,10,HellMordred,1266
50868,10,Anxa,128
233536,10,Anxa,2172
87198,5,bsides,359
87521,9,bsides,363
34090,8,Look444,71
45251,10,Look444,107
76461,6,Look444,276
85468,6,Look444,344
191661,9,Look444,1424
194667,10,Look444,1474
195926,7,Look444,1488
216199,7,Look444,1837
191231,9,blinx,1419
222801,10,blinx,1949
230860,10,blinx,2132
157926,5,Jagur,942
185826,6,Jagur,1349
10652,10,camycamera,20
27932,10,camycamera,56
49741,10,camycamera,126
78769,8,camycamera,295
91401,10,camycamera,410
171134,10,camycamera,1141
1857,6,yota234,4
10645,10,yota234,20
147218,4,yota234,838
215621,7,yota234,1832
250871,9,yota234,2644
257611,8,yota234,2817
266033,8,yota234,2998
266366,8,yota234,3010
268128,10,yota234,3044
151801,8,Hernan14,868
180738,9,Hernan14,1266
115326,10,xEaZYx,607
124514,0,xEaZYx,672
44478,9,crimescene,107
166095,10,crimescene,1064
106085,4,quantumleaper,526
179989,9,quantumleaper,1263
167338,2,LFrostByte,1085
177894,5,LFrostByte,1217
203170,4,LFrostByte,1630
21841,10,BethS.,45
238243,10,BethS.,2277
104232,9,HAHDGSFH8TRGH,510
168381,10,HAHDGSFH8TRGH,1090
253151,6,HAHDGSFH8TRGH,2701
1422,8,Ggdograa,2
8941,10,Ggdograa,16
15193,9,Ggdograa,25
16349,7,Ggdograa,29
21909,9,Ggdograa,46
28769,8,Ggdograa,58
59466,4,Ggdograa,166
61436,7,Ggdograa,176
82095,8,Ggdograa,323
83398,7,Ggdograa,329
94566,8,Ggdograa,447
110972,8,Ggdograa,586
111178,8,Ggdograa,587
111343,6,Ggdograa,589
125967,6,Ggdograa,678
197780,7,Ggdograa,1525
209788,6,Ggdograa,1730
214763,7,Ggdograa,1806
234115,7,Ggdograa,2179
237491,8,Ggdograa,2262
241319,4,Ggdograa,2369
276008,7,Ggdograa,3205
86348,7,BetA,350
160935,10,BetA,991
246545,9,BetA,2549
251737,10,BetA,2668
264517,7,BetA,2958
188446,7,johnniew_,1383
282605,4,johnniew_,3384
16489,9,golden31,29
59833,9,golden31,166
145669,6,golden31,811
192441,5,golden31,1443
215485,7,golden31,1830
49163,10,Kri5pyTurtle,126
200426,8,Kri5pyTurtle,1563
108482,0,Snarky,548
113795,0,Snarky,595
115509,5,Snarky,607
140945,0,Snarky,803
169191,1,Snarky,1108
240381,0,Snarky,2331
61048,10,VwKILLAGOOSEwV,176
120414,10,VwKILLAGOOSEwV,643
123470,0,VwKILLAGOOSEwV,672
133865,0,VwKILLAGOOSEwV,771
190374,10,VwKILLAGOOSEwV,1409
47322,10,guidopata,119
252630,10,guidopata,2693
2402,10,TonyR.,4
157007,10,TonyR.,935
179444,2,TonyR.,1255
253916,8,TonyR.,2715
14350,10,mackenzie129,23
29298,7,mackenzie129,62
39724,7,mackenzie129,84
47473,7,mackenzie129,119
88010,8,mackenzie129,365
128527,9,mackenzie129,711
151814,10,mackenzie129,868
152977,9,mackenzie129,883
189309,10,mackenzie129,1403
191389,7,mackenzie129,1422
238871,10,mackenzie129,2286
258876,9,mackenzie129,2851
89946,6,MusicJJJ,390
218348,7,MusicJJJ,1897
252347,8,MusicJJJ,2690
281176,6,MusicJJJ,3357
171355,10,PCN100,1148
244782,10,PCN100,2478
65335,9,MarekP.,195
255502,9,MarekP.,2769
24051,8,zombox5000,51
97270,9,zombox5000,454
200334,7,zombox5000,1563
6553,10,BigEvilSquirrel,11
10043,10,BigEvilSquirrel,17
55608,10,BigEvilSquirrel,150
60090,10,BigEvilSquirrel,166
105485,10,BigEvilSquirrel,517
161119,10,BigEvilSquirrel,993
171764,10,BigEvilSquirrel,1154
194603,4,BigEvilSquirrel,1473
212965,10,BigEvilSquirrel,1771
225438,2,BigEvilSquirrel,2020
237954,10,BigEvilSquirrel,2273
249379,6,BigEvilSquirrel,2586
250477,10,BigEvilSquirrel,2621
126144,9,thiagoeidi,678
130696,10,thiagoeidi,731
157473,9,thiagoeidi,938
200279,10,Nikko,1562
236560,10,Nikko,2244
150535,10,Sidurien,862
229620,0,Sidurien,2106
12929,1,Danceswithsheep,21
141706,1,Danceswithsheep,803
166818,7,Danceswithsheep,1078
174673,1,Danceswithsheep,1187
198765,2,Danceswithsheep,1537
227620,8,Danceswithsheep,2066
229212,1,Danceswithsheep,2104
269833,4,Danceswithsheep,3082
59321,2,Leemo19,166
78187,10,Leemo19,291
145960,3,bjareboy,816
181838,0,bjareboy,1277
179932,10,RGCHarlequin,1263
225355,9,RGCHarlequin,2019
77516,9,JDfluffybunny02,285
120222,9,JDfluffybunny02,641
152208,10,JDfluffybunny02,875
8306,0,jetSetWilly,14
87618,0,jetSetWilly,364
101066,10,jetSetWilly,474
101614,10,jetSetWilly,476
107143,10,jetSetWilly,533
109867,6,jetSetWilly,565
112099,1,jetSetWilly,594
141202,0,jetSetWilly,803
146391,10,jetSetWilly,830
147933,10,jetSetWilly,844
205944,10,jetSetWilly,1666
258415,10,jetSetWilly,2840
261566,10,jetSetWilly,2896
266483,0,jetSetWilly,3012
277663,10,jetSetWilly,3260
282995,10,jetSetWilly,3389
42617,10,unknowman,99
56456,10,unknowman,153
76442,3,unknowman,276
4569,9,Leighton_Mcrim,9
5269,9,Leighton_Mcrim,9
24627,10,RiZeBeastPS3,51
159781,10,RiZeBeastPS3,966
85446,10,abraxes,344
256444,9,abraxes,2790
127358,10,MatiasB.,694
277462,10,MatiasB.,3250
79943,8,Flapjack,311
80806,8,Flapjack,313
106270,7,Flapjack,531
111649,8,Flapjack,590
229018,7,Flapjack,2094
240180,6,Flapjack,2328
278796,7,Flapjack,3287
93443,10,LaurenL.,441
136838,10,LaurenL.,796
86794,7,TobiasC.,355
153083,10,TobiasC.,888
102975,9,Terbo,492
134437,6,Terbo,779
151335,7,Terbo,862
114055,10,rh46tuf,595
141656,5,rh46tuf,803
175192,9,KIIgore,1196
259524,0,KIIgore,2854
162339,9,Lenzie,1016
186537,6,Lenzie,1369
188006,9,Lenzie,1376
207702,8,Lenzie,1692
216207,9,Lenzie,1837
263176,8,Lenzie,2924
8336,10,SeanGamerDays,14
25660,9,SeanGamerDays,55
54318,9,SeanGamerDays,142
63120,10,SeanGamerDays,179
66906,9,SeanGamerDays,201
121459,10,SeanGamerDays,658
156510,9,SeanGamerDays,931
166092,10,SeanGamerDays,1064
171983,10,SeanGamerDays,1156
181767,8,SeanGamerDays,1276
202016,9,SeanGamerDays,1605
207892,9,SeanGamerDays,1693
212457,9,SeanGamerDays,1761
218924,8,SeanGamerDays,1901
225499,10,SeanGamerDays,2024
230416,8,SeanGamerDays,2111
263602,8,SeanGamerDays,2941
278075,10,SeanGamerDays,3261
278555,10,SeanGamerDays,3273
280228,9,SeanGamerDays,3324
24771,8,tdebug,51
61585,6,tdebug,176
63145,5,tdebug,179
84001,2,tdebug,334
87927,0,tdebug,365
107865,0,tdebug,536
108947,5,tdebug,549
120052,3,tdebug,639
132365,0,tdebug,744
141555,0,tdebug,803
163309,0,tdebug,1034
166240,7,tdebug,1064
198841,0,tdebug,1537
211663,5,tdebug,1759
233842,0,tdebug,2172
249804,0,tdebug,2605
258968,0,tdebug,2853
262944,6,tdebug,2924
279860,0,tdebug,3324
5876,10,Nessuno_Im,11
6176,10,Nessuno_Im,11
41922,10,ixvo,96
110990,10,ixvo,586
140197,0,ixvo,803
260561,10,ixvo,2869
280882,10,ixvo,3343
197082,9,fishmanbr,1515
198573,8,fishmanbr,1534
222412,9,fishmanbr,1944
8946,10,BobB.,16
11496,9,BobB.,20
16155,10,BobB.,28
19841,8,BobB.,38
20869,10,BobB.,42
25228,10,BobB.,52
58583,5,BobB.,160
60150,9,BobB.,167
65208,10,BobB.,195
65855,10,BobB.,196
78878,10,BobB.,296
81724,10,BobB.,323
90319,9,BobB.,390
90806,10,BobB.,392
132961,10,BobB.,752
146633,10,BobB.,830
149894,5,BobB.,857
153027,10,BobB.,885
153819,7,BobB.,899
156859,10,BobB.,932
166618,3,BobB.,1068
195528,10,BobB.,1479
205537,10,BobB.,1661
219889,3,BobB.,1929
226303,9,BobB.,2045
241186,2,BobB.,2361
245307,10,BobB.,2498
247190,9,BobB.,2576
260544,9,BobB.,2869
265076,10,BobB.,2983
269612,10,BobB.,3074
282677,1,BobB.,3387
69238,10,CoryS.,211
188803,6,CoryS.,1386
7658,10,xxShadow,11
13372,10,xxShadow,22
28185,9,QC418,56
136021,8,QC418,792
125395,10,AntiTrol,672
210511,0,AntiTrol,1741
43651,10,Antemiz,101
47726,10,Antemiz,121
60856,10,Antemiz,170
63518,9,Antemiz,179
76633,10,Antemiz,277
77878,7,Antemiz,287
83325,9,Antemiz,329
88364,8,Antemiz,367
89283,10,Antemiz,383
91179,10,Antemiz,400
117965,10,Antemiz,624
133069,10,Antemiz,756
156938,10,Antemiz,933
160677,8,Antemiz,987
166606,10,Antemiz,1067
225084,8,Antemiz,2006
237842,9,Antemiz,2263
262035,7,Antemiz,2907
90787,10,EddieN.,392
269516,10,EddieN.,3070
157612,4,JamesTonjes,938
240412,0,JamesTonjes,2331
9998,10,Olicomix,17
72549,10,Olicomix,238
97745,0,zigzag3600,454
197072,9,zigzag3600,1515
16868,10,DeadLetterBox,31
117619,5,DeadLetterBox,623
220376,2,OraTzo,1934
274957,9,OraTzo,3164
144700,6,mindsale,811
159135,8,mindsale,961
268211,7,mindsale,3046
281195,6,mindsale,3357
31759,10,Direjor,69
215854,10,Direjor,1835
55244,8,NeoGabox,144
178542,10,NeoGabox,1228
186057,6,SomeGuyYouDunno,1355
275932,9,SomeGuyYouDunno,3201
283654,9,SomeGuyYouDunno,3406
121522,8,bcarrell,658
132884,10,bcarrell,749
212122,10,bcarrell,1761
223728,8,bcarrell,1972
134953,3,DonkeyKong,781
157920,7,DonkeyKong,942
107488,10,ptea,534
132539,10,ptea,745
10661,10,Daedalus,20
228827,9,Daedalus,2092
16726,10,Sacatuki,30
118263,7,Sacatuki,628
170996,9,Sacatuki,1138
230872,10,Sacatuki,2132
264417,6,Sacatuki,2949
42398,9,CoreyS,98
106611,9,CoreyS,532
170435,10,CoreyS,1131
59702,9,ZeroPhysics,166
99633,10,ZeroPhysics,458
138770,0,ZeroPhysics,803
198808,7,Totte85,1537
243211,9,Totte85,2423
23344,10,isc_fausto,51
135612,9,isc_fausto,792
38625,6,Nyurena,84
174428,6,Nyurena,1186
196791,8,Nyurena,1506
61131,10,robcollins606,176
160735,10,robcollins606,990
14832,10,Ingolicious,25
29565,10,Ingolicious,62
129227,9,Ingolicious,718
158327,10,Ingolicious,947
186278,10,Ingolicious,1357
194361,1,Ingolicious,1471
93863,9,EduardoLuiz,443
239817,9,EduardoLuiz,2326
42266,2,SamuelB,98
128007,9,SamuelB,702
9088,9,AndrewJ.,16
20140,9,AndrewJ.,39
21243,10,AndrewJ.,43
25148,10,AndrewJ.,52
37108,8,AndrewJ.,79
38085,9,AndrewJ.,83
69895,9,AndrewJ.,218
76574,10,AndrewJ.,277
100535,10,AndrewJ.,467
118224,7,AndrewJ.,628
126527,5,AndrewJ.,686
146691,10,AndrewJ.,830
188811,10,AndrewJ.,1386
197759,3,AndrewJ.,1525
201134,10,AndrewJ.,1582
202900,9,AndrewJ.,1626
216957,10,AndrewJ.,1876
225208,8,AndrewJ.,2012
239458,4,AndrewJ.,2314
246141,9,AndrewJ.,2523
277498,10,AndrewJ.,3250
282682,10,AndrewJ.,3387
39527,9,silverwolf12711,84
113740,8,silverwolf12711,595
215097,8,silverwolf12711,1821
3225,10,Sabbalabba,6
74513,10,Sabbalabba,262
168157,6,Sabbalabba,1087
269992,10,Sabbalabba,3084
55033,10,Nintendo24,144
61435,0,Nintendo24,176
94497,10,lurkerr,447
139709,0,lurkerr,803
175365,7,lurkerr,1196
7529,10,Rockinsquat,11
54824,10,Rockinsquat,144
72073,10,Rockinsquat,233
202596,10,Rockinsquat,1614
225883,10,Rockinsquat,2037
150212,10,blaow,860
171120,8,blaow,1141
193651,8,blaow,1463
12574,10,default_access,20
74067,9,default_access,254
95042,9,default_access,447
155740,9,default_access,919
26627,10,DaftBehemoth,56
34390,6,DaftBehemoth,71
60362,10,DaftBehemoth,168
115300,8,DaftBehemoth,607
130493,10,DaftBehemoth,731
173752,8,DaftBehemoth,1166
175802,10,DaftBehemoth,1201
130489,10,kicky,731
157142,10,kicky,938
107198,10,AndréP,533
136969,10,AndréP,796
18535,10,Marc,34
22911,9,Marc,49
37839,10,Marc,82
51503,8,Marc,135
55770,7,Marc,151
72870,8,Marc,244
85783,9,Marc,345
88644,9,Marc,371
117396,8,Marc,620
129920,9,Marc,727
147868,8,Marc,844
219872,7,Marc,1929
103150,10,Reconhope,494
130338,10,Reconhope,730
191304,10,Reconhope,1422
54270,1,EddieMaiden,142
76323,2,EddieMaiden,276
242022,6,EddieMaiden,2372
211569,10,KenzoX360,1758
273415,9,KenzoX360,3126
83604,10,KevinV.,330
131072,10,KevinV.,732
158645,10,KevinV.,953
199928,9,KevinV.,1543
17515,10,Article_Reader,33
52442,1,Article_Reader,141
112600,0,Article_Reader,595
124421,0,Article_Reader,672
143847,0,Article_Reader,811
93525,0,Rome,443
175383,0,Rome,1196
119564,7,FooJones,639
162535,10,FooJones,1016
73452,4,shadow_walker,254
99634,10,shadow_walker,458
219301,10,shadow_walker,1913
19943,10,Ericius,38
34302,9,Ericius,71
102247,9,Ericius,476
149228,6,Ericius,849
170351,10,Ericius,1130
206374,10,Ericius,1671
221704,10,Ericius,1934
44515,10,Jimbobbrown,107
73987,3,Jimbobbrown,254
101384,2,Jimbobbrown,475
113238,5,Jimbobbrown,595
130827,9,Jimbobbrown,731
148884,9,Jimbobbrown,849
173564,3,Jimbobbrown,1166
247524,0,Jimbobbrown,2585
259154,4,Jimbobbrown,2854
188188,9,GuybT23,1377
219745,7,GuybT23,1923
227399,7,GuybT23,2065
254620,7,GuybT23,2733
249448,9,bloodyshan,2590
257799,7,bloodyshan,2822
282702,9,bloodyshan,3387
44852,10,Zix32,107
262338,9,Zix32,2912
6609,10,JayPenrith,11
89710,10,JayPenrith,388
152271,10,JayPenrith,875
196842,10,JayPenrith,1508
211743,5,JayPenrith,1759
112149,9,g0ing2f4st,594
127684,9,g0ing2f4st,696
142150,9,g0ing2f4st,803
197183,5,g0ing2f4st,1520
217172,10,g0ing2f4st,1879
85876,6,oceantorment,346
88088,6,oceantorment,366
130500,6,oceantorment,731
194085,5,oceantorment,1471
211067,5,oceantorment,1747
103436,10,jasongaarder,499
159635,10,jasongaarder,964
73278,0,YeaBoi,253
178498,6,YeaBoi,1225
226612,3,Monsterdragon24,2047
235978,6,Monsterdragon24,2228
2773,10,DaveB,5
42291,9,DaveB,98
68053,1,DaveB,207
76740,1,DaveB,279
101562,10,DaveB,476
111536,9,DaveB,590
143437,9,DaveB,809
43922,7,NathanF.,103
91362,9,NathanF.,408
155346,5,NathanF.,919
104824,10,Sanquiz,515
161227,0,Sanquiz,995
162227,10,Sanquiz,1016
273735,10,Sanquiz,3147
47956,8,leeber,122
168994,4,leeber,1103
3822,8,SenshiV,8
85174,10,SenshiV,343
179087,10,SenshiV,1241
189149,4,SenshiV,1402
231110,8,SenshiV,2137
247726,5,ordoabchao,2585
267919,7,ordoabchao,3039
57473,8,beeryoghurt,153
63583,10,beeryoghurt,179
11759,10,AdamD.,20
14163,10,AdamD.,23
14196,10,AdamD.,23
15472,10,AdamD.,26
15901,10,AdamD.,27
43565,10,AdamD.,101
45625,10,AdamD.,108
95189,10,AdamD.,449
102505,9,AdamD.,485
106305,9,AdamD.,531
111553,9,AdamD.,590
154538,10,AdamD.,910
155330,10,AdamD.,919
155451,10,AdamD.,919
155590,10,AdamD.,919
198004,10,AdamD.,1528
213453,8,AdamD.,1786
232367,9,AdamD.,2164
